,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
94,khatanga,71.98,102.47,40.66,87,100,19.46,RU,1569037102
95,faya,18.39,42.45,62.65,31,0,2.28,SA,1569037103
96,tucuman,-17.17,-70.89,48.94,62,2,1.97,PE,1569037104
97,abu zabad,12.35,29.25,72.52,84,100,15.05,SD,1569037105
98,kiunga,-6.12,141.3,78.46,92,92,2.73,PG,1569037107
99,fortuna,40.6,-124.16,60.31,87,40,9.17,US,1569037108
100,talnakh,69.49,88.39,44.6,93,75,11.18,RU,1569037114
101,iskateley,67.68,53.15,30.58,90,0,6.62,RU,1569037117
102,ostersund,63.18,14.64,50.0,87,100,23.04,SE,1569037118
103,tautira,-17.73,-149.15,80.28,69,75,4.7,PF,1569037119
104,tasiilaq,65.61,-37.64,37.4,69,41,1.12,GL,1569037121
105,chuy,-33.69,-53.46,48.4,70,0,8.77,UY,1569037122
106,codrington,-28.95,153.24,76.53,61,40,13.87,AU,1569037123
107,illapel,-31.63,-71.17,45.34,87,0,4.0,CL,1569036960
108,port hedland,-20.31,118.58,80.6,8,0,19.46,AU,1569036834
109,silver city,32.77,-108.28,64.8,55,1,5.82,US,1569037126
110,bakaly,55.18,53.8,41.38,90,38,8.12,RU,1569037132
111,nikolskoye,59.7,30.79,37.63,86,40,4.47,RU,1569037133
112,hermanus,-34.42,19.24,55.99,89,72,5.01,ZA,1569037134
113,kloulklubed,7.04,134.26,84.2,79,75,8.05,PW,1569037136
114,port elizabeth,39.31,-74.98,59.49,77,1,4.7,US,1569037137
115,port lincoln,-34.72,135.86,52.18,65,35,20.4,AU,1569037138
116,kieta,-6.22,155.63,82.24,78,91,11.52,PG,1569037140
117,saint-philippe,45.36,-73.48,63.32,72,1,4.7,CA,1569037141
118,provideniya,64.42,-173.23,35.44,62,7,6.2,RU,1569037142
119,turayf,31.68,38.65,73.4,46,0,5.82,SA,1569037144
120,haimen,31.87,121.18,77.18,68,86,3.0,CN,1569037150
121,gotsu,35.01,132.22,64.4,93,75,2.24,JP,1569037151
122,longyearbyen,78.22,15.63,32.0,76,40,8.05,NO,1569037050
123,acandi,8.51,-77.28,70.72,97,100,2.01,CO,1569037153
124,saint-joseph,43.56,6.97,61.32,82,0,3.36,FR,1569037154
125,ixtapa,20.71,-105.21,83.08,79,40,13.35,MX,1569037155
126,hasaki,35.73,140.83,73.8,69,75,9.17,JP,1569037156
127,bubaque,11.28,-15.83,82.24,77,100,7.76,GW,1569037158
128,puerto ayora,-0.74,-90.35,66.99,85,0,5.99,EC,1569037159
129,flinders,-34.58,150.85,72.36,68,75,11.41,AU,1569037160
130,pevek,69.7,170.27,33.64,79,100,18.3,RU,1569037167
131,sysert,56.5,60.81,41.0,100,0,2.24,RU,1569037168
132,esna,45.2,27.57,42.8,60,5,2.24,RO,1569037170
133,waipawa,-39.94,176.59,60.01,57,9,4.0,NZ,1569037173
134,east london,-33.02,27.91,62.6,72,0,5.82,ZA,1569036968
135,thompson,55.74,-97.86,59.0,100,90,5.82,CA,1569037175
136,westport,41.14,-73.36,58.41,72,1,2.64,US,1569037176
137,lichinga,-13.3,35.25,66.58,61,0,4.25,MZ,1569037177
138,labuan,5.28,115.24,87.01,74,90,4.27,BN,1569037029
139,mikkeli,61.69,27.27,33.8,100,0,2.35,FI,1569037180
140,sovetskiy,56.76,48.47,40.84,95,100,5.99,RU,1569037187
141,labuhan,-2.54,115.51,89.98,54,1,3.0,ID,1569037189
142,clyde river,70.47,-68.59,35.6,100,90,18.34,CA,1569037190
143,north bend,43.41,-124.22,60.91,88,1,10.29,US,1569037191
144,churapcha,62.0,132.43,40.48,66,100,3.94,RU,1569037192
145,nautla,20.22,-96.78,81.7,80,9,7.05,MX,1569037193
146,arraial do cabo,-22.97,-42.02,73.4,88,40,1.12,BR,1569037194
147,beaverlodge,55.21,-119.43,51.8,62,75,10.29,CA,1569037196
148,geraldton,49.72,-86.95,59.0,87,75,4.7,CA,1569037197
149,sylvan lake,52.31,-114.09,46.4,87,20,5.82,CA,1569037198
150,chenzhou,25.81,113.03,77.74,45,0,9.17,CN,1569037204
151,cuamba,-14.8,36.54,59.56,93,0,1.99,MZ,1569037206
152,sao filipe,14.9,-24.5,79.54,84,98,13.02,CV,1569037207
153,portland,43.66,-70.25,59.83,68,1,3.36,US,1569037119
154,berlevag,70.86,29.09,39.94,82,100,14.14,NO,1569037210
155,yelkhovka,53.87,50.29,44.6,93,40,2.24,RU,1569037211
156,presidencia roque saenz pena,-26.79,-60.44,54.88,61,35,7.85,AR,1569037041
157,petropavlovsk-kamchatskiy,53.05,158.65,57.2,58,40,11.18,RU,1569037213
158,sambava,-14.27,50.17,61.9,84,0,4.14,MG,1569037216
159,kaseda,31.42,130.32,82.18,74,75,14.99,JP,1569037217
160,goure,13.98,10.27,84.0,28,0,2.17,NE,1569037223
161,hobyo,5.35,48.53,77.2,72,49,19.24,SO,1569037225
162,hilo,19.71,-155.08,70.79,65,1,4.7,US,1569037226
163,saldanha,41.42,-6.55,61.36,75,78,3.65,PT,1569037228
164,san policarpo,12.18,125.51,84.76,69,100,8.86,PH,1569037230
165,chapais,49.78,-74.86,44.6,93,1,3.36,CA,1569037231
166,amposta,40.71,0.58,66.81,73,0,10.29,ES,1569037233
167,rosarito,4.91,-75.23,68.0,100,75,4.7,CO,1569037234
168,esperance,-33.86,121.89,55.4,82,40,10.29,AU,1569037235
169,alpena,45.06,-83.43,63.57,88,75,4.7,US,1569037066
170,totoral,-13.66,-73.35,50.02,92,100,3.29,PE,1569037242
171,kedrovyy,56.17,91.82,55.4,50,0,11.18,RU,1569037243
172,torbay,47.66,-52.73,52.9,100,90,4.7,CA,1569037244
173,pundaguitan,6.37,126.17,81.7,78,52,12.19,PH,1569037245
174,lasa,34.92,32.53,66.2,72,0,5.82,CY,1569037247
175,flin flon,54.77,-101.88,53.98,90,0,3.76,CA,1569037248
176,bethel,60.79,-161.76,48.2,60,1,14.99,US,1569037250
177,rock sound,24.9,-76.2,82.42,77,97,25.37,BS,1569037251
178,vilhena,-12.74,-60.15,79.54,49,7,2.06,BR,1569037252
179,georgetown,6.8,-58.16,75.2,100,40,4.7,GY,1569037192
180,tuktoyaktuk,69.44,-133.03,42.8,87,75,12.75,CA,1569037259
181,lorengau,-2.02,147.27,82.06,75,96,0.31,PG,1569037262
182,safford,32.83,-109.71,75.65,21,1,10.29,US,1569037263
183,bairnsdale,-37.83,147.63,73.98,45,100,8.99,AU,1569037264
184,atambua,-9.11,124.89,75.4,72,0,8.63,ID,1569037265
185,te anau,-45.41,167.72,49.48,77,1,8.25,NZ,1569037267
186,itarema,-2.92,-39.92,75.58,74,0,12.19,BR,1569037268
187,zurrieq,35.83,14.47,74.71,83,20,10.29,MT,1569037269
188,dwarka,28.58,77.04,82.4,83,75,4.9,IN,1569037270
189,manokwari,-0.87,134.08,78.46,72,78,4.25,ID,1569037271
190,sri aman,1.24,111.46,80.6,83,75,1.12,MY,1569037277
191,mingrelskaya,45.01,38.34,46.58,93,40,2.24,RU,1569037279
192,buraydah,26.33,43.97,75.2,41,0,3.36,SA,1569037280
193,rafraf,37.19,10.18,74.32,94,20,6.93,TN,1569037281
194,ahipara,-35.17,173.16,64.99,73,0,12.12,NZ,1569037282
195,tromso,69.65,18.96,36.34,93,75,18.34,NO,1569037058
196,atar,20.52,-13.05,95.38,27,98,13.89,MR,1569037284
197,arandas,20.71,-102.35,58.48,87,80,6.8,MX,1569037286
198,khuzhir,53.19,107.35,63.7,47,20,3.49,RU,1569037287
199,joao pinheiro,-17.74,-46.17,73.06,28,0,2.17,BR,1569037288
200,innisfail,-17.52,146.03,78.01,44,32,8.01,AU,1569037294
201,khonsa,26.99,95.51,75.4,84,57,1.36,IN,1569037295
202,waitati,-45.75,170.57,55.0,68,0,5.01,NZ,1569037296
203,mandalgovi,45.76,106.27,66.04,28,57,12.55,MN,1569037298
204,samarai,-10.62,150.67,75.94,93,100,10.27,PG,1569037300
205,isangel,-19.55,169.27,82.4,61,40,16.11,VU,1569037301
206,port alfred,-33.59,26.89,62.01,87,0,1.99,ZA,1569037302
207,yola,9.26,12.45,72.52,95,6,4.47,NG,1569037304
208,rio gallegos,-51.62,-69.22,35.6,69,0,26.4,AR,1569037071
209,yulara,-25.24,130.99,62.6,25,0,3.36,AU,1569037306
210,kalga,50.92,118.9,58.48,51,5,8.99,RU,1569037313
211,college,64.86,-147.8,49.28,87,90,4.7,US,1569037314
212,nichinan,31.65,131.31,82.26,83,75,18.34,JP,1569037315
213,upernavik,72.79,-56.15,36.88,51,100,2.75,GL,1569037316
214,praxedis guerrero,31.37,-106.02,83.86,20,1,6.93,MX,1569037317
215,harper,30.3,-99.24,79.3,69,1,19.46,US,1569037318
216,masunga,-20.62,27.45,58.48,54,0,9.31,BW,1569037320
217,airai,-8.93,125.41,82.24,51,1,7.02,TL,1569037321
218,barstow,31.46,-103.39,79.43,51,40,5.82,US,1569037322
219,tessalit,20.2,1.01,86.74,10,0,8.19,ML,1569037323
220,talas,42.52,72.24,52.99,97,0,5.03,KG,1569037329
221,sao joao da barra,-21.64,-41.05,71.26,86,0,4.56,BR,1569037331
222,bambous virieux,-20.34,57.76,69.91,73,20,9.17,MU,1569037332
223,mecca,21.43,39.83,80.26,31,5,0.89,SA,1569037334
224,caravelas,-17.73,-39.27,73.78,81,31,10.69,BR,1569037335
225,vygonichi,53.1,34.07,35.6,93,40,8.95,RU,1569037336
226,suifenhe,44.39,131.16,59.2,49,27,13.82,CN,1569037337
227,tigil,57.8,158.67,50.38,59,1,13.31,RU,1569037340
228,puerto penasco,31.32,-113.53,86.0,53,0,4.0,MX,1569037099
229,aykhal,65.95,111.51,35.6,100,90,13.42,RU,1569037342
230,san cristobal,14.68,-86.92,68.02,88,31,0.45,HN,1569037350
231,port hawkesbury,45.62,-61.36,58.42,87,1,9.17,CA,1569037351
232,nalut,31.86,10.98,80.8,31,0,7.72,LY,1569037353
233,dalvik,57.79,14.13,53.13,100,1,8.05,SE,1569037356
234,oshikango,-17.39,15.89,60.82,17,0,4.72,NA,1569037357
235,tuatapere,-46.13,167.69,55.0,71,0,11.99,NZ,1569037358
236,katsuura,33.93,134.5,74.71,73,75,5.82,JP,1569037359
237,soconusco,17.96,-94.88,75.4,90,11,1.86,MX,1569037364
238,maputo,-25.97,32.57,68.0,82,0,8.05,MZ,1569037089
239,pekan,3.49,103.39,86.0,74,75,4.7,MY,1569037366
240,grand gaube,-20.01,57.66,69.89,73,20,9.17,MU,1569037372
241,mar del plata,-46.43,-67.52,43.54,40,0,23.17,AR,1569037373
242,pisco,-13.71,-76.2,62.02,87,0,11.41,PE,1569037246
243,villacarrillo,38.12,-3.08,64.96,87,89,7.78,ES,1569037375
244,ornskoldsvik,63.29,18.72,42.19,93,90,3.36,SE,1569037376
245,norman wells,65.28,-126.83,55.4,58,75,17.22,CA,1569037378
246,alofi,-19.06,-169.92,77.0,61,2,9.17,NU,1569037379
247,hofn,64.25,-15.21,37.96,99,100,5.41,IS,1569037380
248,cairns,-16.92,145.77,80.2,48,40,17.22,AU,1569037381
249,presidente dutra,-11.3,-41.99,64.96,64,0,8.95,BR,1569037382
250,boa vista,2.82,-60.67,84.2,66,0,8.05,BR,1569037388
251,luwuk,-0.95,122.79,82.78,46,4,1.88,ID,1569037389
252,cockburn town,21.46,-71.14,84.04,75,87,24.49,TC,1569037150
253,uyuni,-20.46,-66.82,43.54,12,100,5.23,BO,1569037392
254,kruisfontein,-34.0,24.73,55.24,87,0,8.19,ZA,1569037393
255,belyy yar,53.6,91.39,55.4,71,40,4.47,RU,1569037394
256,pizarro,4.95,-77.37,78.82,82,100,6.64,CO,1569037395
257,mercedes,-33.25,-58.03,48.99,51,0,5.99,UY,1569037397
258,goderich,43.74,-81.71,64.24,89,0,5.01,CA,1569037399
259,kurilsk,45.23,147.88,55.96,72,8,9.53,RU,1569037400
260,kidal,18.44,1.41,88.72,24,0,9.15,ML,1569037406
261,bilma,18.69,12.92,84.4,16,0,1.99,NE,1569037408
262,jalu,29.03,21.55,71.98,55,0,7.49,LY,1569037409
263,bukachacha,52.99,116.91,59.2,49,0,4.74,RU,1569037411
264,gossas,14.49,-16.06,77.0,94,72,5.19,SN,1569037413
265,vaitape,-16.52,-151.75,78.82,78,100,12.03,PF,1569037414
266,larsnes,62.2,5.58,46.76,81,21,10.29,NO,1569037415
267,arki,31.15,76.97,78.42,82,75,3.04,IN,1569037416
268,udachnyy,66.42,112.4,35.6,100,90,13.42,RU,1569037417
269,mossendjo,-2.95,12.72,70.36,90,46,1.19,CG,1569037418
270,aksay,51.17,53.01,50.38,76,100,13.69,KZ,1569037425
271,capinopolis,-18.68,-49.57,78.82,50,38,2.62,BR,1569037426
272,nemuro,43.32,145.57,62.6,55,75,2.24,JP,1569037428
273,tungor,53.39,142.95,56.14,63,20,9.42,RU,1569037429
274,olinda,-37.84,145.39,61.29,59,40,23.04,AU,1569037430
275,mogadishu,2.04,45.34,75.22,85,65,11.5,SO,1569037432
276,carutapera,-1.2,-46.02,77.2,84,37,5.48,BR,1569037434
277,miri,10.31,9.75,69.28,75,0,4.63,NG,1569037435
278,kargil,34.56,76.13,47.32,43,100,1.9,PK,1569037436
279,nador,35.17,-2.93,70.59,94,20,5.82,MA,1569037437
280,alamos,-36.9,-62.36,44.98,31,0,7.92,AR,1569037443
281,san jose,14.25,-87.96,63.52,98,0,1.66,HN,1569037297
282,dhidhdhoo,6.88,73.1,82.96,76,67,10.67,MV,1569037446
283,fort wellington,6.4,-57.6,76.84,86,7,3.6,GY,1569037448
284,hecun,29.94,119.31,70.18,57,11,7.72,CN,1569037449
285,saint george,39.45,22.34,62.6,51,75,4.7,GR,1569037450
286,abu dhabi,24.47,54.37,85.06,84,79,2.24,AE,1569037451
287,peplos,40.96,26.27,51.8,81,0,7.85,GR,1569037452
288,vila velha,-3.71,-38.6,79.21,69,75,17.22,BR,1569037454
289,dalnegorsk,44.56,135.58,54.34,74,81,2.3,RU,1569037455
290,tunceli,39.11,39.55,62.22,39,0,8.05,TR,1569037461
291,shimoda,34.7,138.93,74.44,73,75,19.46,JP,1569037462
292,yumen,40.29,97.04,69.28,18,98,9.22,CN,1569037463
293,manuk mangkaw,4.8,119.85,82.78,72,86,9.04,PH,1569037464
294,fairbanks,64.84,-147.72,49.55,87,90,4.7,US,1569037231
295,young,-32.7,-57.63,48.99,55,0,5.68,UY,1569037469
296,mizan teferi,6.99,35.58,64.42,76,96,3.24,ET,1569037470
297,alyangula,-13.85,136.42,89.6,49,0,9.17,AU,1569037471
298,hirara,24.8,125.28,80.6,88,75,28.86,JP,1569037472
299,dingle,11.0,122.67,83.32,74,100,14.05,PH,1569037473
300,tepechitlan,21.67,-103.33,58.48,89,2,1.95,MX,1569037481
301,bhadrachalam,17.67,80.89,80.8,83,2,3.58,IN,1569037482
302,tieli,46.98,128.05,53.62,81,98,6.87,CN,1569037483
303,azangaro,-14.91,-70.2,45.7,56,6,4.81,PE,1569037484
304,guerrero negro,27.97,-114.04,68.02,79,0,17.85,MX,1569037485
305,yar-sale,66.83,70.83,37.06,70,92,19.37,RU,1569037486
306,jieshi,22.82,115.83,87.01,33,0,3.0,CN,1569037487
307,rocha,-34.48,-54.34,47.32,62,0,10.16,UY,1569037489
308,kulhudhuffushi,6.62,73.07,82.78,75,83,10.56,MV,1569037490
309,khasan,42.43,130.64,69.64,45,0,12.35,RU,1569037497
310,mufulira,-12.55,28.24,64.0,61,1,4.0,ZM,1569037503
311,male,50.74,33.7,41.56,90,88,8.7,UA,1569037505
312,hauterive,49.18,-68.27,51.19,87,1,7.11,CA,1569037507
313,hirado,33.32,129.49,78.26,83,100,8.05,JP,1569037508
314,yerbogachen,61.28,108.01,55.96,87,100,12.8,RU,1569037510
315,kalengwa,-13.47,25.0,58.3,61,68,4.74,ZM,1569037511
316,quatre cocos,-20.21,57.76,69.91,73,20,9.17,MU,1569037512
317,victoria,5.28,115.24,87.01,74,90,4.27,BN,1569037466
318,rundu,-17.91,19.77,68.0,16,0,4.7,NA,1569037515
319,elizabeth city,36.3,-76.22,60.48,93,1,5.01,US,1569037360
320,port augusta,-32.49,137.76,57.09,71,8,10.29,AU,1569037522
321,hollins,37.35,-79.95,61.86,88,1,9.17,US,1569037523
322,nebbi,2.48,31.09,61.9,81,59,6.22,UG,1569037525
323,kualakapuas,-3.01,114.39,98.62,36,29,2.59,ID,1569037526
324,bani walid,31.76,14.0,75.4,38,0,12.1,LY,1569037527
325,tahe,52.34,124.71,52.72,48,100,5.44,CN,1569037528
326,nizwa,22.93,57.53,78.28,33,100,2.57,OM,1569037529
327,hambantota,6.12,81.12,78.8,100,40,5.82,LK,1569037531
328,arlit,18.74,7.39,88.36,11,0,13.09,NE,1569037533
329,lazaro cardenas,28.39,-105.62,71.46,60,90,13.87,MX,1569037534
330,de-kastri,51.48,140.77,55.6,60,100,6.22,RU,1569037540
331,inta,66.04,60.13,33.64,87,86,14.25,RU,1569037541
332,coahuayana,18.62,-100.35,71.8,90,49,2.17,MX,1569037542
333,port blair,11.67,92.75,81.52,80,99,14.14,IN,1569037544
334,souillac,45.6,-0.6,64.74,72,0,8.05,FR,1569037545
335,hovd,63.83,10.7,53.69,87,90,29.97,NO,1569037546
336,kawalu,-7.38,108.21,77.02,62,70,5.39,ID,1569037547
337,along,28.17,94.8,62.08,85,100,2.13,IN,1569037548
338,broken hill,-31.97,141.45,60.8,38,40,17.22,AU,1569037549
339,hualmay,-11.1,-77.61,60.64,91,100,13.13,PE,1569037551
340,taree,-31.91,152.46,76.75,47,100,17.22,AU,1569037557
341,nanortalik,60.14,-45.24,39.76,81,100,1.16,GL,1569037558
342,bol,13.47,14.72,84.22,36,0,5.82,TD,1569037559
343,baruun-urt,46.68,113.28,61.72,41,0,13.22,MN,1569037560
344,bambanglipuro,-7.95,110.28,75.76,80,94,13.06,ID,1569037561
345,takaka,-40.86,172.81,61.0,65,0,1.99,NZ,1569037564
346,kosmynino,57.55,40.74,33.8,100,75,8.95,RU,1569037565
347,leh,34.16,77.58,38.5,30,89,5.91,IN,1569037566
348,meulaboh,4.14,96.13,81.16,78,80,4.83,ID,1569037567
349,eagle pass,28.71,-100.5,88.72,55,1,11.41,MX,1569037568
350,shakhtinsk,49.71,72.59,48.2,46,0,4.47,KZ,1569037575
351,zemes,46.58,26.42,36.79,93,20,2.24,RO,1569037576
352,karpathos,35.51,27.21,71.6,73,20,18.34,GR,1569037578
353,ostrow mazowiecka,52.8,21.9,52.0,52,100,10.2,PL,1569037579
354,cidreira,-30.17,-50.22,52.72,65,0,5.26,BR,1569037580
355,concordia,-31.4,-58.02,42.01,87,0,5.82,AR,1569037581
356,korgoz,40.3,49.62,73.4,83,40,13.87,AZ,1569037583
357,garissa,-0.46,39.64,74.14,72,80,16.26,KE,1569037584
358,salinas,36.67,-121.66,65.43,55,1,3.13,US,1569037585
359,lata,30.78,78.62,43.0,62,0,4.09,IN,1569037586
360,puerto suarez,-18.96,-57.8,75.04,55,43,10.18,BO,1569037592
361,jinxiang,35.07,116.31,79.0,33,58,7.61,CN,1569037594
362,felanitx,39.47,3.15,76.39,83,40,3.36,ES,1569037595
363,chernyshevskiy,63.01,112.47,50.92,92,100,11.61,RU,1569037596
364,nadym,65.53,72.51,36.7,74,0,21.88,RU,1569037598
365,bafra,41.57,35.91,57.06,87,90,6.93,TR,1569037599
366,banjar,-7.37,108.54,81.16,60,68,5.08,ID,1569037600
367,tura,64.27,100.22,44.26,74,33,22.06,RU,1569037602
368,ocampo,27.32,-102.4,72.52,75,51,4.23,MX,1569037603
369,rinteln,52.19,9.08,42.19,93,20,2.24,DE,1569037604
370,plettenberg bay,-34.05,23.37,54.16,87,0,3.91,ZA,1569037610
371,kangaatsiaq,68.31,-53.46,42.64,72,100,20.36,GL,1569037611
372,santa maria,-16.02,-48.01,75.2,41,0,2.77,BR,1569037613
373,lohja,60.25,24.07,43.9,100,75,4.7,FI,1569037614
374,umm lajj,25.02,37.27,85.84,67,0,14.83,SA,1569037615
375,carauari,-4.88,-66.9,76.84,81,10,1.83,BR,1569037617
376,kurchatov,50.75,78.54,60.46,37,72,6.46,KZ,1569037618
377,rivadavia,-31.53,-68.59,42.64,18,0,3.71,AR,1569037620
378,srednekolymsk,67.46,153.71,39.76,40,0,9.44,RU,1569037621
379,ridgecrest,35.62,-117.67,69.24,18,1,3.36,US,1569037622
380,sabha,27.03,14.43,75.76,27,0,8.16,LY,1569037628
381,sabang,13.8,121.11,86.0,73,100,1.01,PH,1569037630
382,sao felix do xingu,-6.64,-51.99,79.9,57,15,0.18,BR,1569037631
383,igrim,63.19,64.42,32.74,87,0,8.79,RU,1569037632
384,margate,-43.03,147.26,66.22,77,75,3.36,AU,1569037633
385,praia da vitoria,38.73,-27.07,68.0,64,20,24.23,PT,1569037634
386,burns lake,54.23,-125.76,43.18,88,94,2.57,CA,1569037636
